# SHOT START
# legend_version=3
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_timeout
43277,8.999,9.000,9.000,9.000,9.000,9.000,0.000,66.76,0.6676,4.227,0.000,66.76,66.76,0.00,0,0,-3.33793,66.76,66.76,0.00,0,0,66.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.76,66.76,0.00,9.000,9.001,4.233,4.272,-0.002,0.000,0.000,66.76,66,0.3271,7059,4249.89,3349.15,3327.66,4825.10,1.450,3327.66,0,2,2020,50637,0,0
43410,9.006,9.005,9.000,9.000,9.000,9.000,0.000,66.70,0.6670,4.227,0.000,66.70,66.70,0.00,0,0,-3.33750,66.70,66.70,0.00,0,0,66.70,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.68,66.71,-0.03,9.005,9.005,4.230,4.223,0.001,0.000,0.000,66.70,66,0.4166,8456,3547.78,3349.02,3348.88,5182.79,1.548,3348.88,0,2,2035,51009,0,0
43551,9.012,9.005,9.000,9.000,9.000,9.000,0.000,66.70,0.6670,4.228,0.000,66.70,66.70,0.00,0,0,-3.33751,66.70,66.70,0.00,0,0,66.70,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.73,66.76,-0.03,9.005,9.005,4.237,4.207,0.008,0.000,0.000,66.70,67,-0.3249,6701,4476.94,3365.20,3348.88,5182.79,1.548,3348.88,0,2,2049,51425,0,0
43682,9.013,9.011,9.000,9.000,9.000,9.000,0.000,66.61,0.6661,4.226,0.000,66.61,66.61,0.00,0,0,-3.33683,66.61,66.61,0.00,0,0,66.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.53,66.60,-0.07,9.012,9.013,4.222,4.158,0.002,0.001,0.001,66.61,67,-0.3576,8186,3664.79,3357.24,3348.88,5182.79,1.548,3348.88,0,2,2064,51808,0,0
43785,9.018,9.014,9.000,9.000,9.000,9.000,0.000,66.56,0.6656,4.223,0.000,66.56,66.56,0.00,0,0,-3.33609,66.56,66.56,0.00,0,0,66.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.39,66.48,-0.09,9.015,9.017,4.209,4.145,0.003,0.001,0.002,66.56,67,-0.1946,7422,4042.04,3298.16,3193.12,5198.11,1.628,3193.12,0,2,2075,52026,0,0
43917,9.004,9.004,9.000,9.000,9.000,9.000,0.000,66.65,0.6665,4.223,0.000,66.65,66.65,0.00,0,0,-3.33511,66.65,66.65,0.00,0,0,66.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.61,66.64,-0.03,9.004,9.005,4.224,4.229,-0.000,0.000,0.000,66.65,67,0.1143,6570,4566.21,3210.75,3193.12,5198.11,1.628,3193.12,0,2,2090,52454,0,0
44059,9.013,9.011,9.000,9.000,9.000,9.000,0.000,66.57,0.6657,4.222,0.000,66.57,66.57,0.00,0,0,-3.33459,66.57,66.57,0.00,0,0,66.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.49,66.55,-0.07,9.011,9.011,4.219,4.166,0.003,0.000,0.001,66.57,67,0.0042,7475,4013.38,3202.15,3193.12,5198.11,1.628,3193.12,0,2,2105,52803,0,0
44191,8.995,9.003,9.000,9.000,9.000,9.000,0.000,66.64,0.6664,4.220,0.000,66.64,66.64,0.00,0,0,-3.33364,66.64,66.64,0.00,0,0,66.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.53,66.54,-0.02,9.003,9.002,4.211,4.264,-0.009,-0.000,0.000,66.64,67,-0.3334,7115,4216.44,3273.01,3261.06,4772.28,1.463,3261.06,0,2,2119,53159,0,0
44292,9.005,9.005,9.000,9.000,9.000,9.000,0.000,66.60,0.6660,4.220,0.000,66.60,66.60,0.00,0,0,-3.33295,66.60,66.60,0.00,0,0,66.60,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.56,66.59,-0.03,9.005,9.004,4.220,4.227,0.000,-0.000,0.000,66.60,67,-0.2777,9241,3246.40,3256.32,3261.06,4772.28,1.463,3246.40,1,1,2129,53451,0,0
44426,8.997,8.998,9.000,9.000,9.000,9.000,0.000,66.69,0.6669,4.222,0.000,66.69,66.69,0.00,0,0,-3.33315,66.69,66.69,0.00,0,0,66.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.77,66.75,0.02,8.997,8.995,4.237,4.271,-0.001,-0.000,0.000,66.69,67,-0.2177,6638,4519.43,3258.63,3261.06,4772.28,1.463,3261.06,0,2,2145,53805,0,0
44564,9.004,9.006,9.000,9.000,9.000,9.000,0.000,66.59,0.6659,4.221,0.000,66.59,66.59,0.00,0,0,-3.33267,66.59,66.59,0.00,0,0,66.59,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.59,66.62,-0.03,9.005,9.005,4.226,4.200,-0.001,0.000,0.000,66.59,67,-0.4295,8390,3575.69,3228.99,3182.39,5059.19,1.590,3182.39,0,2,2158,54225,0,0
44696,9.025,9.017,9.000,9.000,9.000,9.000,0.000,66.43,0.6643,4.217,0.000,66.43,66.43,0.00,0,0,-3.33158,66.43,66.43,0.00,0,0,66.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.27,66.37,-0.10,9.017,9.018,4.204,4.113,0.009,0.001,0.003,66.43,66,0.0633,6245,4803.84,3211.26,3182.39,5059.19,1.590,3182.39,0,2,2174,54592,0,0
44835,8.991,8.996,9.000,9.000,9.000,9.000,0.000,66.67,0.6667,4.219,0.000,66.67,66.67,0.00,0,0,-3.33151,66.67,66.67,0.00,0,0,66.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.67,66.64,0.02,8.996,8.995,4.223,4.304,-0.006,-0.000,0.000,66.67,67,-0.0775,7144,4199.33,3197.17,3182.39,5059.19,1.590,3182.39,0,2,2189,54932,0,0
44967,9.025,9.016,9.000,9.000,9.000,9.000,0.000,66.44,0.6644,4.218,0.000,66.44,66.44,0.00,0,0,-3.33099,66.44,66.44,0.00,0,0,66.44,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.35,66.45,-0.10,9.016,9.017,4.214,4.109,0.010,0.001,0.002,66.44,67,-0.3983,6631,4524.20,3287.92,3383.12,4927.59,1.457,3383.12,0,2,2205,55278,0,0
45104,9.008,9.014,9.000,9.000,9.000,9.000,0.000,66.43,0.6643,4.212,0.000,66.43,66.43,0.00,0,0,-3.32937,66.43,66.43,0.00,0,0,66.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.17,66.25,-0.08,9.014,9.016,4.187,4.173,-0.007,0.000,0.003,66.43,67,-0.2397,6611,4537.89,3334.38,3383.12,4927.59,1.457,3383.12,0,2,2220,55653,0,0
45236,9.001,9.007,9.000,9.000,9.000,9.000,0.000,66.48,0.6648,4.211,0.000,66.48,66.48,0.00,0,0,-3.32850,66.48,66.48,0.00,0,0,66.48,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.29,66.33,-0.05,9.008,9.008,4.194,4.232,-0.007,0.000,0.001,66.48,66,0.1507,7075,4240.28,3371.20,3383.12,4927.59,1.457,3383.12,0,2,2235,56019,0,0
45336,9.023,9.018,9.000,9.000,9.000,9.000,0.000,66.34,0.6634,4.208,0.000,66.34,66.34,0.00,0,0,-3.32755,66.34,66.34,0.00,0,0,66.34,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.08,66.19,-0.11,9.019,9.020,4.185,4.134,0.005,0.001,0.004,66.34,66,-0.1078,9904,3029.08,3359.53,3338.78,5193.66,1.556,3338.78,0,2,2244,56242,0,0
45468,9.023,9.017,9.000,9.000,9.000,9.000,0.000,66.33,0.6633,4.206,0.000,66.33,66.33,0.00,0,0,-3.32643,66.33,66.33,0.00,0,0,66.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.09,66.20,-0.10,9.017,9.018,4.187,4.149,0.006,0.000,0.003,66.33,66,0.0675,7714,3889.03,3349.41,3338.78,5193.66,1.556,3338.78,0,2,2259,56645,0,0
45605,9.004,9.011,9.000,9.000,9.000,9.000,0.000,66.38,0.6638,4.204,0.000,66.38,66.38,0.00,0,0,-3.32525,66.38,66.38,0.00,0,0,66.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.17,66.23,-0.07,9.011,9.011,4.188,4.215,-0.007,0.000,0.001,66.38,66,0.1491,6445,4654.77,3368.03,3338.78,5193.66,1.556,3338.78,0,2,2274,57014,0,0
45737,9.005,9.009,9.000,9.000,9.000,9.000,0.000,66.38,0.6638,4.202,0.000,66.38,66.38,0.00,0,0,-3.32410,66.38,66.38,0.00,0,0,66.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.20,66.26,-0.06,9.009,9.009,4.191,4.231,-0.004,0.000,0.001,66.38,66,0.1647,7560,3968.25,3270.86,3199.80,5086.86,1.590,3199.80,0,2,2289,57336,0,0
45878,8.996,9.002,9.000,9.000,9.000,9.000,0.000,66.44,0.6644,4.202,0.000,66.44,66.44,0.00,0,0,-3.32332,66.44,66.44,0.00,0,0,66.44,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.37,66.38,-0.01,9.002,9.000,4.204,4.288,-0.007,-0.000,0.000,66.44,66,0.2675,7408,4049.68,3236.18,3199.80,5086.86,1.590,3199.80,0,2,2303,57652,0,0
46011,9.021,9.012,9.000,9.000,9.000,9.000,0.000,66.31,0.6631,4.202,0.000,66.31,66.31,0.00,0,0,-3.32270,66.31,66.31,0.00,0,0,66.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.27,66.34,-0.07,9.012,9.011,4.209,4.167,0.009,0.000,0.001,66.31,66,0.4068,7976,3761.28,3218.43,3199.80,5086.86,1.590,3199.80,0,2,2319,58017,0,0
46112,9.003,9.011,9.000,9.000,9.000,9.000,0.000,66.31,0.6631,4.200,0.000,66.31,66.31,0.00,0,0,-3.32181,66.31,66.31,0.00,0,0,66.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.20,66.27,-0.06,9.011,9.010,4.198,4.197,-0.008,0.000,0.001,66.31,66,-0.0623,9527,3148.95,3257.93,3328.16,4585.47,1.378,3328.16,0,2,2329,58221,0,0
46247,8.999,9.002,9.000,9.000,9.000,9.000,0.000,66.41,0.6641,4.201,0.000,66.41,66.41,0.00,0,0,-3.32137,66.41,66.41,0.00,0,0,66.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.41,66.42,-0.01,9.002,9.001,4.212,4.267,-0.003,-0.000,0.000,66.41,66,0.0540,6926,4331.50,3292.21,3328.16,4585.47,1.378,3328.16,0,2,2343,58622,0,0
46387,9.025,9.015,9.000,9.000,9.000,9.000,0.000,66.22,0.6622,4.203,0.000,66.22,66.22,0.00,0,0,-3.31936,66.22,66.22,0.00,0,0,66.22,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.16,66.25,-0.09,9.015,9.015,4.203,4.104,0.012,0.001,0.002,66.22,66,0.2127,7618,3938.04,3327.35,3328.16,4585.47,1.378,3328.16,0,2,2357,58990,0,0
46520,9.024,9.013,9.000,9.000,9.000,9.000,0.000,66.22,0.6622,4.202,0.000,66.22,66.22,0.00,0,0,-3.31878,66.22,66.22,0.00,0,0,66.22,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.13,66.21,-0.08,9.014,9.014,4.197,4.121,0.012,0.000,0.002,66.22,66,0.1305,7893,3800.84,3153.56,2947.61,4142.59,1.405,2947.61,0,2,2371,59361,0,0
46659,9.026,9.022,9.000,9.000,9.000,9.000,0.000,66.06,0.6606,4.194,0.000,66.06,66.06,0.00,0,0,-3.31613,66.06,66.06,0.00,0,0,66.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.75,65.89,-0.14,9.023,9.025,4.164,4.082,0.004,0.001,0.006,66.06,66,0.1852,6926,4331.50,3001.60,2947.61,4142.59,1.405,2947.61,0,2,2386,59700,0,0
46792,9.006,9.009,9.000,9.000,9.000,9.000,0.000,66.20,0.6620,4.193,0.000,66.20,66.20,0.00,0,0,-3.31526,66.20,66.20,0.00,0,0,66.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.99,66.05,-0.06,9.009,9.010,4.176,4.210,-0.004,0.000,0.001,66.20,66,-0.2238,6429,4666.36,2975.25,2947.61,4142.59,1.405,2947.61,0,2,2402,60067,0,0
46895,9.009,9.005,9.000,9.000,9.000,9.000,0.000,66.24,0.6624,4.194,0.000,66.24,66.24,0.00,0,0,-3.31508,66.24,66.24,0.00,0,0,66.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.15,66.18,-0.03,9.005,9.005,4.192,4.228,0.005,-0.000,0.000,66.24,66,0.3152,6914,4339.02,3131.58,3409.50,4669.54,1.370,3409.50,0,2,2413,60288,0,0
47028,9.009,9.008,9.000,9.000,9.000,9.000,0.000,66.20,0.6620,4.194,0.000,66.20,66.20,0.00,0,0,-3.31464,66.20,66.20,0.00,0,0,66.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.16,66.21,-0.05,9.008,9.007,4.198,4.184,0.001,0.000,0.000,66.20,66,0.0327,6714,4468.28,3282.96,3409.50,4669.54,1.370,3409.50,0,2,2430,60644,0,0
47166,9.014,9.013,9.000,9.000,9.000,9.000,0.000,66.13,0.6613,4.193,0.000,66.13,66.13,0.00,0,0,-3.31386,66.13,66.13,0.00,0,0,66.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.04,66.12,-0.08,9.013,9.012,4.191,4.142,0.002,0.000,0.001,66.13,67,-0.4177,7352,4080.52,3344.71,3409.50,4669.54,1.370,3409.50,0,2,2446,60948,0,0
47300,8.998,9.006,9.000,9.000,9.000,9.000,0.000,66.17,0.6617,4.188,0.000,66.17,66.17,0.00,0,0,-3.31188,66.17,66.17,0.00,0,0,66.17,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.01,66.05,-0.04,9.006,9.005,4.178,4.231,-0.009,-0.000,0.001,66.17,66,0.0636,7867,3813.40,3466.90,3526.45,4888.94,1.386,3526.45,0,2,2461,61366,0,0
47401,9.012,9.010,9.000,9.000,9.000,9.000,0.000,66.11,0.6611,4.188,0.000,66.11,66.11,0.00,0,0,-3.31137,66.11,66.11,0.00,0,0,66.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.00,66.05,-0.06,9.009,9.008,4.183,4.189,0.002,-0.000,0.001,66.11,66,0.3240,10580,2835.54,3488.34,3526.45,4888.94,1.386,3526.45,0,2,2471,61581,0,0
47535,9.001,9.007,9.000,9.000,9.000,9.000,0.000,66.13,0.6613,4.186,0.000,66.13,66.13,0.00,0,0,-3.31038,66.13,66.13,0.00,0,0,66.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.01,66.05,-0.04,9.007,9.005,4.182,4.217,-0.006,-0.000,0.000,66.13,67,-0.4247,8351,3592.38,3520.12,3526.45,4888.94,1.386,3592.38,1,1,2484,62006,0,0
47672,9.011,9.011,9.000,9.000,9.000,9.000,0.000,66.06,0.6606,4.186,0.000,66.06,66.06,0.00,0,0,-3.30958,66.06,66.06,0.00,0,0,66.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.97,66.03,-0.06,9.011,9.009,4.184,4.172,0.000,-0.000,0.001,66.06,66,-0.1431,7319,4098.92,3313.35,3085.63,4628.44,1.500,3085.63,0,2,2498,62365,0,0
47806,9.013,9.013,9.000,9.000,9.000,9.000,0.000,65.94,0.6594,4.176,0.000,65.94,65.94,0.00,0,0,-3.30476,65.94,65.94,0.00,0,0,65.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.77,65.85,-0.08,9.013,9.013,4.168,4.171,-0.000,0.000,0.002,65.94,65,0.4701,7696,3898.13,3105.19,3085.63,4628.44,1.500,3085.63,0,2,2514,62728,0,0
47906,9.008,9.012,9.000,9.000,9.000,9.000,0.000,65.94,0.6594,4.175,0.000,65.94,65.94,0.00,0,0,-3.30392,65.94,65.94,0.00,0,0,65.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.78,65.85,-0.07,9.011,9.011,4.168,4.187,-0.004,-0.000,0.001,65.94,66,0.3064,9013,3328.53,3098.15,3085.63,4628.44,1.500,3085.63,0,2,2524,62957,0,0
48044,9.009,9.009,9.000,9.000,9.000,9.000,0.000,65.96,0.6596,4.174,0.000,65.96,65.96,0.00,0,0,-3.30301,65.96,65.96,0.00,0,0,65.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.87,65.92,-0.05,9.008,9.006,4.176,4.205,0.001,-0.000,0.000,65.96,66,0.1411,9748,3077.55,3206.38,3319.93,5020.38,1.512,3319.93,0,2,2539,63355,0,0
48181,8.990,9.001,9.000,9.000,9.000,9.000,0.000,66.03,0.6603,4.174,0.000,66.03,66.03,0.00,0,0,-3.30222,66.03,66.03,0.00,0,0,66.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.01,66.01,-0.00,9.000,8.997,4.184,4.269,-0.012,-0.001,0.000,66.03,66,-0.0266,7495,4002.67,3241.08,3319.93,5020.38,1.512,3319.93,0,2,2552,63660,0,0
48315,8.993,9.002,9.000,9.000,9.000,9.000,0.000,66.00,0.6600,4.175,0.000,66.00,66.00,0.00,0,0,-3.30151,66.00,66.00,0.00,0,0,66.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.01,66.02,-0.01,9.002,8.999,4.187,4.242,-0.010,-0.000,0.000,66.00,66,-0.2039,6628,4526.25,3261.63,3230.28,4845.41,1.500,3230.28,0,2,2568,64055,0,0
48417,8.995,9.000,9.000,9.000,9.000,9.000,0.000,66.03,0.6603,4.176,0.000,66.03,66.03,0.00,0,0,-3.30135,66.03,66.03,0.00,0,0,66.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.10,66.10,0.00,8.999,8.996,4.196,4.252,-0.005,-0.001,0.000,66.03,66,-0.2117,8098,3704.62,3250.34,3230.28,4845.41,1.500,3230.28,0,2,2578,64299,0,0
48554,8.998,9.008,9.000,9.000,9.000,9.000,0.000,65.92,0.6592,4.174,0.000,65.92,65.92,0.00,0,0,-3.30024,65.92,65.92,0.00,0,0,65.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.87,65.91,-0.04,9.007,9.006,4.179,4.187,-0.010,-0.000,0.000,65.92,66,0.3863,7269,4127.12,3240.55,3230.28,4845.41,1.500,3230.28,0,2,2596,64734,0,0
48693,8.996,8.999,9.000,9.000,9.000,9.000,0.000,66.00,0.6600,4.181,0.000,66.00,66.00,0.00,0,0,-3.29938,66.00,66.00,0.00,0,0,66.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.05,66.05,0.01,8.999,8.998,4.191,4.206,-0.002,-0.000,0.000,66.00,66,-0.0568,6811,4404.64,3291.53,3536.23,5143.61,1.455,3536.23,0,2,2612,65140,0,0
48826,8.999,9.003,9.000,9.000,9.000,9.000,0.000,65.94,0.6594,4.179,0.000,65.94,65.94,0.00,0,0,-3.29865,65.94,65.94,0.00,0,0,65.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.87,65.89,-0.02,9.003,9.003,4.174,4.183,-0.005,0.000,0.000,65.94,66,-0.4167,7611,3941.66,3410.94,3536.23,5143.61,1.455,3536.23,0,2,2627,65491,0,0
48966,8.993,8.998,9.000,9.000,9.000,9.000,0.000,65.98,0.6598,4.177,0.000,65.98,65.98,0.00,0,0,-3.29807,65.98,65.98,0.00,0,0,65.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.91,65.90,0.01,8.998,8.998,4.172,4.236,-0.006,-0.000,0.000,65.98,66,0.2431,7619,3937.52,3472.08,3536.23,5143.61,1.455,3536.23,0,2,2641,65822,0,0
49101,9.023,9.010,9.000,9.000,9.000,9.000,0.000,65.83,0.6583,4.177,0.000,65.83,65.83,0.00,0,0,-3.29773,65.83,65.83,0.00,0,0,65.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.77,65.83,-0.06,9.010,9.011,4.173,4.113,0.014,0.000,0.001,65.83,66,-0.0185,7334,4090.54,3367.43,3158.57,4130.44,1.308,3158.57,0,2,2656,66222,0,0
49203,9.014,9.014,9.000,9.000,9.000,9.000,0.000,65.77,0.6577,4.174,0.000,65.77,65.77,0.00,0,0,-3.29689,65.77,65.77,0.00,0,0,65.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.59,65.68,-0.09,9.014,9.016,4.157,4.097,0.000,0.000,0.002,65.77,66,-0.4646,6632,4523.52,3280.49,3158.57,4130.44,1.308,3158.57,0,2,2666,66503,0,0
49336,9.002,9.004,9.000,9.000,9.000,9.000,0.000,65.88,0.6588,4.172,0.000,65.88,65.88,0.00,0,0,-3.29611,65.88,65.88,0.00,0,0,65.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.73,65.75,-0.02,9.004,9.004,4.159,4.205,-0.002,-0.000,0.000,65.88,66,0.0052,10342,2900.79,3220.99,3158.57,4130.44,1.308,3158.57,0,2,2677,66874,0,0
49437,8.997,9.004,9.000,9.000,9.000,9.000,0.000,65.86,0.6586,4.171,0.000,65.86,65.86,0.00,0,0,-3.29562,65.86,65.86,0.00,0,0,65.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.73,65.75,-0.03,9.004,9.004,4.161,4.200,-0.008,-0.000,0.000,65.86,66,-0.3608,9541,3144.32,3127.01,2801.00,3921.40,1.400,2801.00,0,2,2686,67107,0,0
49576,9.005,9.006,9.000,9.000,9.000,9.000,0.000,65.83,0.6583,4.171,0.000,65.83,65.83,0.00,0,0,-3.29507,65.83,65.83,0.00,0,0,65.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.74,65.77,-0.04,9.006,9.005,4.165,4.178,-0.001,-0.000,0.000,65.83,66,0.1367,6445,4654.77,2967.92,2801.00,3921.40,1.400,2801.00,0,2,2701,67493,0,0
49714,8.996,9.002,9.000,9.000,9.000,9.000,0.000,65.86,0.6586,4.170,0.000,65.86,65.86,0.00,0,0,-3.29435,65.86,65.86,0.00,0,0,65.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.78,65.79,-0.01,9.002,9.001,4.166,4.217,-0.007,-0.000,0.000,65.86,66,-0.4767,7557,3969.83,2886.46,2801.00,3921.40,1.400,2801.00,0,2,2716,67888,0,0
49851,9.009,9.005,9.000,9.000,9.000,9.000,0.000,65.83,0.6583,4.170,0.000,65.83,65.83,0.00,0,0,-3.29407,65.83,65.83,0.00,0,0,65.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.81,65.84,-0.03,9.004,9.003,4.175,4.178,0.005,-0.000,0.000,65.83,66,0.0620,7566,3965.11,3038.17,3338.25,4212.56,1.262,3338.25,0,2,2732,68278,0,0
